Hue,Saturation,Value,Contrast,Energy,Edge_Ratio,Shape_Area,Shape_Perimeter,Circularity,Class
117.1142,40.036575,104.347075,607.9061557788945,0.011179746989937707,0.25235,1833.0,2976.061293363571,0.0026006899898526436,Basil
101.075975,47.54165,98.902425,321.6367839195979,0.012822750533294723,0.195825,341.0,248.9949471950531,0.06911672869694857,Basil
19.537175,71.964175,53.643525,773.5817085427137,0.015631472927565237,0.314875,786.0,1032.5138403177261,0.009264898083897128,Basil
16.980875,47.71885,84.0602,797.4164572864322,0.061066189028285714,0.290925,645.5,599.9970344305038,0.022532423380921183,Basil
34.3311,10.184975,77.575275,1031.3612562814071,0.009949225279362386,0.383425,942.0,1951.8317242860794,0.003107248747814505,Basil
11.874675,28.7782,172.49615,670.6382914572864,0.43440804200766736,0.177075,1239.0,1726.6946419477463,0.0052221589632055814,Basil
16.074575,51.070575,106.743275,237.97376884422113,0.1450049806315959,0.228625,634.0,985.5432776212692,0.008202528007638673,Basil
34.150275,16.548175,77.362475,339.6126130653266,0.1049799333535172,0.21765,143.5,201.98275482654572,0.04420111070892586,Basil
15.4117,42.05945,111.232675,892.0986683417086,0.1652409098297287,0.267725,926.0,2377.988139629364,0.002057792036827168,Basil
44.79265,17.388725,208.529575,601.6182663316583,0.14619218211747814,0.07195,92.0,396.47517597675323,0.007354712325622088,Basil
58.447425,13.13285,167.842925,380.91585427135675,0.04981351425435297,0.060275,100.5,669.168607711792,0.0028203616961550233,Basil
80.193325,37.67515,61.4284,1392.7731909547742,0.012889018673020688,0.32505,1787.5,836.4478256702423,0.032105408592440265,Basil
105.2471,47.237825,91.836625,248.3865577889448,0.013786839925356204,0.17445,300.5,71.35533845424652,0.7416540958363792,Basil
83.06345,33.7831,84.594125,778.9932412060303,0.020063667568369272,0.257825,314.5,580.1980450153351,0.01174026747935714,Basil
7.057625,11.84595,215.861225,384.8822361809045,0.6743194512752261,0.080875,8001.5,436.29141092300415,0.5282359408209645,Basil
108.998575,80.85055,80.5153,263.9974623115578,0.024395128248599136,0.162975,221.5,60.52691149711609,0.7597777428555166,Basil
26.102,65.5546,106.983275,894.0230402010048,0.10872467822513995,0.2801,1737.5,3208.470456123352,0.002120989839409614,Basil
70.96295,30.6021,49.260575,341.5681407035176,0.01563137196151565,0.277525,485.5,1087.040753364563,0.005163063256208854,Basil
37.049725,38.827875,99.6391,624.4691457286432,0.014875507137851383,0.249,938.0,3040.144552707672,0.001275334870879373,Basil
100.277775,71.113875,81.08305,289.0272361809046,0.013291706640516108,0.2924,1137.0,2167.939367890358,0.003040017369476918,Basil
37.574925,32.0208,82.443325,595.29783919598,0.011032683057721503,0.3308,1741.5,951.8447948694229,0.024154667531634703,Basil
50.056925,18.9832,165.61665,397.6791708542714,0.05461199340799001,0.06125,76.5,314.6345565319061,0.009710877141772965,Basil
21.01895,40.8963,71.439175,916.1436683417087,0.01084394283387919,0.3589,1466.0,3191.340513110161,0.00180882912970322,Basil
114.096525,81.233725,78.3808,96.22949748743716,0.030373403211293126,0.1037,137.0,55.79898929595947,0.5529396918711402,Basil
16.89485,49.449975,79.3321,568.9557788944722,0.01651952250741935,0.3546,8204.0,8456.821405172348,0.0014415217436139864,Basil
15.53945,50.425725,88.569625,705.6902512562814,0.018608441202523602,0.359675,4888.0,3408.678607583046,0.005286508698792367,Basil
81.187475,52.953875,80.152,780.7987688442212,0.06353284237344485,0.31315,1090.5,2928.78921687603,0.0015975678061044085,Basil
29.163675,60.389,66.0698,582.2267336683417,0.012347194858681897,0.297175,718.0,1433.9595798254013,0.004387938064191009,Basil
21.443325,38.982325,77.801275,1077.422361809045,0.01002096864734114,0.359575,2059.0,2383.9292640686035,0.004552809521766278,Basil
50.3545,36.630575,58.650525,320.0910552763819,0.04016182528593191,0.224225,182.0,155.1959581375122,0.09495556867759083,Basil
100.59445,71.377525,81.867275,225.79731155778896,0.01384568023026903,0.2598,928.5,854.7320958375931,0.01597098667701539,Basil
35.059475,19.3034,35.637825,98.14912060301509,0.027236070805837294,0.09955,45.5,45.69848418235779,0.2737900563412612,Basil
52.392025,19.08175,150.69255,706.6244974874373,0.02877490555180706,0.1303,115.5,181.72286927700043,0.043951396364192506,Basil
84.404325,59.0266,66.8998,860.5457035175881,0.05143311512715853,0.323225,3695.0,4077.8888434171677,0.0027922451152791947,Basil
47.1482,17.880725,147.859225,1592.7648743718594,0.03247080881990084,0.21955,552.0,1645.1555379629135,0.002562919788276663,Basil
50.64295,12.8425,167.40575,270.04623115577886,0.05473661196564452,0.026425,54.5,354.77669191360474,0.005441219008714221,Basil
